sensorId,facilityId,metric,value,unit,timestamp,anomaly
SEN-053,FAC-011,conductivity_us,467.06,µS/cm,2025-12-07T20:07:16.478749,False
SEN-086,FAC-018,conductivity_us,511.89,µS/cm,2026-01-23T06:10:17.119277,False
SEN-067,FAC-014,flow_rate_m3h,186.1,m³/h,2025-12-02T03:21:13.594343,False
SEN-011,FAC-002,chlorine_mg_l,1.77,mg/L,2025-11-18T20:02:43.244880,False
SEN-092,FAC-019,flow_rate_m3h,354.89,m³/h,2026-02-24T17:18:40.405340,False
SEN-075,FAC-016,temperature_c,24.45,°C,2025-10-18T05:09:27.837071,False
SEN-072,FAC-015,temperature_c,13.76,°C,2025-11-04T10:45:46.531130,False
SEN-081,FAC-017,dissolved_o2,9.04,mg/L,2025-10-14T02:35:04.333401,False
SEN-036,FAC-008,temperature_c,14.89,°C,2025-12-25T15:24:37.008848,False
SEN-018,FAC-004,conductivity_us,318.02,µS/cm,2026-02-15T06:58:45.259038,False
SEN-075,FAC-016,temperature_c,21.61,°C,2025-11-13T19:24:53.942915,False
SEN-073,FAC-016,pressure_bar,5.51,bar,2026-01-10T20:16:43.855379,False
SEN-073,FAC-016,pressure_bar,3.91,bar,2026-01-03T01:21:32.325264,False
SEN-020,FAC-004,ph,8.09,pH,2025-10-04T01:10:15.545897,False
SEN-071,FAC-015,ph,6.75,pH,2026-01-27T08:22:45.903905,False
SEN-013,FAC-003,dissolved_o2,5.42,mg/L,2026-01-31T13:11:24.237423,False
SEN-086,FAC-018,conductivity_us,234.63,µS/cm,2025-10-28T07:56:14.790548,False
SEN-011,FAC-002,chlorine_mg_l,0.78,mg/L,2025-11-21T00:42:04.508956,False
SEN-033,FAC-007,dissolved_o2,10.14,mg/L,2026-01-23T04:09:06.425894,False
SEN-073,FAC-016,pressure_bar,3.78,bar,2026-01-03T20:52:46.132689,False
SEN-086,FAC-018,conductivity_us,208.41,µS/cm,2025-12-16T16:30:42.347910,False
SEN-001,FAC-001,chlorine_mg_l,1.34,mg/L,2025-11-22T22:56:09.125250,False
SEN-089,FAC-019,dissolved_o2,5.47,mg/L,2025-10-24T11:51:20.568237,False
SEN-023,FAC-005,pressure_bar,4.69,bar,2026-01-05T03:59:50.784756,False
SEN-093,FAC-020,flow_rate_m3h,483.44,m³/h,2025-12-03T12:44:27.472595,False
SEN-091,FAC-019,turbidity_ntu,2.48,NTU,2026-01-31T10:00:15.100692,False
SEN-026,FAC-006,chlorine_mg_l,1.91,mg/L,2025-11-21T19:11:32.259636,False
SEN-059,FAC-012,turbidity_ntu,1.86,NTU,2026-01-20T10:35:31.608442,False
SEN-009,FAC-002,conductivity_us,330.29,µS/cm,2026-02-14T12:18:28.192036,False
SEN-027,FAC-006,pressure_bar,2.94,bar,2025-11-04T19:14:57.867332,False
SEN-056,FAC-012,conductivity_us,605.31,µS/cm,2026-01-10T23:26:38.363935,False
SEN-064,FAC-014,conductivity_us,350.41,µS/cm,2026-01-17T07:51:53.823686,False
SEN-017,FAC-004,turbidity_ntu,3.33,NTU,2025-11-20T05:18:11.349953,False
SEN-062,FAC-013,flow_rate_m3h,182.73,m³/h,2025-10-11T10:33:22.302092,False
SEN-039,FAC-008,ph,7.68,pH,2025-12-29T21:21:20.997162,False
SEN-033,FAC-007,dissolved_o2,12.13,mg/L,2026-02-12T07:34:46.981897,True
SEN-081,FAC-017,dissolved_o2,8.08,mg/L,2026-02-21T08:03:21.630196,False
SEN-053,FAC-011,conductivity_us,596.22,µS/cm,2025-12-26T11:06:58.535832,False
SEN-005,FAC-001,pressure_bar,3.06,bar,2025-11-29T03:34:51.570039,False
SEN-091,FAC-019,turbidity_ntu,2.42,NTU,2025-12-14T15:07:48.135303,False
SEN-086,FAC-018,conductivity_us,290.94,µS/cm,2026-02-04T16:51:41.409116,False
SEN-096,FAC-020,pressure_bar,2.48,bar,2026-02-18T08:38:16.193782,False
SEN-038,FAC-008,flow_rate_m3h,247.3,m³/h,2025-12-03T11:30:12.327262,False
SEN-085,FAC-018,temperature_c,20.65,°C,2026-01-19T07:14:47.311368,False
SEN-028,FAC-006,turbidity_ntu,3.03,NTU,2025-11-28T00:41:11.386658,False
SEN-074,FAC-016,dissolved_o2,5.16,mg/L,2025-11-24T08:39:54.736862,False
SEN-069,FAC-015,dissolved_o2,9.89,mg/L,2025-11-26T23:07:46.822027,False
SEN-027,FAC-006,pressure_bar,2.04,bar,2026-02-23T10:30:24.956154,False
SEN-098,FAC-020,turbidity_ntu,0.22,NTU,2025-12-14T21:11:19.902893,False
SEN-067,FAC-014,flow_rate_m3h,360.98,m³/h,2025-11-14T15:07:31.679548,False
SEN-060,FAC-013,turbidity_ntu,1.07,NTU,2026-01-17T21:40:48.219289,False
SEN-096,FAC-020,pressure_bar,5.76,bar,2025-10-28T12:17:25.084320,False
SEN-049,FAC-011,flow_rate_m3h,343.76,m³/h,2026-01-04T20:26:22.386354,False
SEN-078,FAC-017,flow_rate_m3h,261.95,m³/h,2026-02-17T19:19:41.143235,False
SEN-014,FAC-003,temperature_c,12.9,°C,2026-02-07T02:16:46.486044,False
SEN-057,FAC-012,pressure_bar,4.79,bar,2025-11-08T08:23:58.561034,False
SEN-075,FAC-016,temperature_c,5.76,°C,2025-11-17T18:06:28.586133,False
SEN-081,FAC-017,dissolved_o2,6.7,mg/L,2026-02-11T07:13:35.018704,False
SEN-052,FAC-011,dissolved_o2,4.13,mg/L,2026-01-06T19:00:15.283278,False
SEN-026,FAC-006,chlorine_mg_l,1.48,mg/L,2025-10-18T17:13:58.170285,False
SEN-007,FAC-002,ph,6.65,pH,2025-11-08T20:18:58.396758,False
SEN-058,FAC-012,ph,8.24,pH,2026-02-22T18:11:43.188954,False
SEN-092,FAC-019,flow_rate_m3h,122.19,m³/h,2025-11-15T01:39:21.144664,False
SEN-065,FAC-014,ph,6.91,pH,2026-01-07T02:31:45.441236,False
SEN-098,FAC-020,turbidity_ntu,3.01,NTU,2026-02-09T01:07:18.809284,False
SEN-089,FAC-019,dissolved_o2,9.99,mg/L,2026-02-27T00:58:05.173532,False
SEN-081,FAC-017,dissolved_o2,7.32,mg/L,2026-02-17T15:38:05.179004,False
SEN-062,FAC-013,flow_rate_m3h,454.74,m³/h,2026-01-23T19:31:04.871439,False
SEN-077,FAC-016,chlorine_mg_l,1.55,mg/L,2025-11-28T21:14:28.572299,False
SEN-059,FAC-012,turbidity_ntu,0.24,NTU,2025-11-24T01:57:04.919598,False
SEN-067,FAC-014,flow_rate_m3h,385.69,m³/h,2025-10-06T12:57:32.850879,False
SEN-012,FAC-002,dissolved_o2,9.55,mg/L,2026-02-15T23:45:39.253447,False
SEN-050,FAC-011,turbidity_ntu,2.41,NTU,2025-10-15T09:57:24.187377,False
SEN-038,FAC-008,flow_rate_m3h,173.23,m³/h,2026-02-01T07:31:57.195658,False
SEN-062,FAC-013,flow_rate_m3h,500.33,m³/h,2025-11-02T12:48:26.349242,True
SEN-090,FAC-019,ph,6.92,pH,2025-10-20T07:17:12.150076,False
SEN-066,FAC-014,chlorine_mg_l,1.05,mg/L,2025-11-09T06:33:07.091441,False
SEN-003,FAC-001,dissolved_o2,6.0,mg/L,2026-01-22T16:14:26.610416,False
SEN-069,FAC-015,dissolved_o2,6.88,mg/L,2025-12-12T07:18:23.455986,False
SEN-089,FAC-019,dissolved_o2,8.86,mg/L,2025-10-11T02:38:03.593023,False
SEN-035,FAC-007,ph,7.75,pH,2025-11-26T03:52:34.519502,False
SEN-093,FAC-020,flow_rate_m3h,418.6,m³/h,2026-01-21T22:23:52.080368,False
SEN-061,FAC-013,ph,8.48,pH,2025-11-24T16:30:53.268928,False
SEN-072,FAC-015,temperature_c,8.1,°C,2026-01-12T21:47:39.680673,False
SEN-047,FAC-010,flow_rate_m3h,376.32,m³/h,2025-11-18T11:23:18.942025,False
SEN-063,FAC-013,dissolved_o2,10.96,mg/L,2026-02-12T17:41:52.010779,False
SEN-025,FAC-006,flow_rate_m3h,500.41,m³/h,2025-12-22T00:58:36.196249,True
SEN-092,FAC-019,flow_rate_m3h,471.35,m³/h,2026-01-28T14:33:41.459912,False
SEN-046,FAC-010,temperature_c,15.86,°C,2025-12-05T19:46:47.537531,False
SEN-079,FAC-017,chlorine_mg_l,0.87,mg/L,2026-02-12T01:34:55.355683,False
SEN-045,FAC-010,ph,7.7,pH,2025-12-01T11:47:11.851633,False
SEN-063,FAC-013,dissolved_o2,7.28,mg/L,2026-01-08T15:04:46.134498,False
SEN-095,FAC-020,temperature_c,13.25,°C,2026-01-10T09:11:50.857051,False
SEN-042,FAC-009,flow_rate_m3h,500.46,m³/h,2025-11-06T19:24:08.589896,True
SEN-098,FAC-020,turbidity_ntu,4.5,NTU,2026-02-20T09:04:57.872623,True
SEN-093,FAC-020,flow_rate_m3h,310.53,m³/h,2025-10-08T08:49:25.279609,False
SEN-070,FAC-015,turbidity_ntu,1.61,NTU,2025-11-16T13:47:47.956596,False
SEN-045,FAC-010,ph,7.99,pH,2025-11-20T18:18:22.539465,False
SEN-015,FAC-003,ph,7.14,pH,2025-10-02T13:56:05.015100,False
SEN-001,FAC-001,chlorine_mg_l,1.36,mg/L,2026-02-11T10:44:49.681476,False
SEN-054,FAC-012,dissolved_o2,7.93,mg/L,2026-02-22T22:19:02.678761,False
SEN-033,FAC-007,dissolved_o2,4.64,mg/L,2025-11-01T19:43:24.659473,False
SEN-069,FAC-015,dissolved_o2,9.84,mg/L,2026-02-21T05:12:29.001513,False
SEN-049,FAC-011,flow_rate_m3h,253.64,m³/h,2026-01-04T02:23:58.526857,False
SEN-050,FAC-011,turbidity_ntu,0.97,NTU,2025-11-02T21:19:43.450975,False
SEN-039,FAC-008,ph,7.39,pH,2026-01-20T13:30:41.073918,False
SEN-053,FAC-011,conductivity_us,319.18,µS/cm,2025-12-11T22:14:31.502006,False
SEN-019,FAC-004,dissolved_o2,10.92,mg/L,2026-01-12T20:37:13.855608,False
SEN-022,FAC-005,ph,7.73,pH,2025-10-12T03:21:08.295025,False
SEN-001,FAC-001,chlorine_mg_l,1.07,mg/L,2025-11-01T00:14:58.785332,False
SEN-082,FAC-017,pressure_bar,3.15,bar,2025-11-16T23:36:04.830342,False
SEN-042,FAC-009,flow_rate_m3h,146.12,m³/h,2025-11-13T11:15:09.647778,False
SEN-041,FAC-009,chlorine_mg_l,0.21,mg/L,2025-12-10T23:39:25.635557,False
SEN-097,FAC-020,conductivity_us,574.59,µS/cm,2026-02-07T15:28:20.828028,False
SEN-083,FAC-017,ph,6.83,pH,2025-10-12T09:43:36.238122,False
SEN-046,FAC-010,temperature_c,14.74,°C,2025-11-05T10:28:27.470533,False
SEN-053,FAC-011,conductivity_us,543.28,µS/cm,2026-01-21T15:52:07.720857,False
SEN-041,FAC-009,chlorine_mg_l,1.29,mg/L,2025-10-14T23:16:54.569719,False
SEN-097,FAC-020,conductivity_us,786.19,µS/cm,2025-11-04T18:38:42.424147,False
SEN-056,FAC-012,conductivity_us,568.4,µS/cm,2026-01-05T19:57:32.125295,False
SEN-068,FAC-014,dissolved_o2,7.6,mg/L,2025-11-14T21:58:47.436522,False
SEN-096,FAC-020,pressure_bar,4.72,bar,2026-02-13T11:22:08.536440,False
SEN-047,FAC-010,flow_rate_m3h,197.9,m³/h,2026-01-28T23:14:26.518797,False
SEN-079,FAC-017,chlorine_mg_l,1.93,mg/L,2025-11-09T14:12:20.789897,False
SEN-093,FAC-020,flow_rate_m3h,256.12,m³/h,2026-02-15T19:44:54.028719,False
SEN-032,FAC-007,temperature_c,11.4,°C,2025-11-20T20:12:39.128559,False
SEN-033,FAC-007,dissolved_o2,7.87,mg/L,2025-11-05T13:12:41.414630,False
SEN-082,FAC-017,pressure_bar,2.57,bar,2025-12-16T03:19:15.171928,False
SEN-066,FAC-014,chlorine_mg_l,0.86,mg/L,2026-02-13T08:52:22.819119,False
SEN-010,FAC-002,flow_rate_m3h,466.98,m³/h,2025-10-13T04:58:49.528605,False
SEN-071,FAC-015,ph,8.17,pH,2025-12-10T08:40:11.186052,False
SEN-048,FAC-011,ph,8.24,pH,2025-12-20T16:19:09.864240,False
SEN-029,FAC-006,conductivity_us,312.44,µS/cm,2025-12-29T04:44:08.269033,False
SEN-082,FAC-017,pressure_bar,5.67,bar,2025-11-18T13:16:28.045364,False
SEN-002,FAC-001,conductivity_us,410.41,µS/cm,2025-10-17T23:54:57.086156,False
SEN-030,FAC-007,pressure_bar,4.2,bar,2025-11-12T15:46:36.813709,False
SEN-042,FAC-009,flow_rate_m3h,126.86,m³/h,2025-11-03T14:49:18.321783,False
SEN-039,FAC-008,ph,7.08,pH,2025-10-19T20:27:58.151939,False
SEN-085,FAC-018,temperature_c,14.39,°C,2026-02-25T02:25:55.215732,False
SEN-025,FAC-006,flow_rate_m3h,198.79,m³/h,2026-02-10T12:02:41.818662,False
SEN-008,FAC-002,turbidity_ntu,3.05,NTU,2025-11-20T10:26:42.071972,False
SEN-026,FAC-006,chlorine_mg_l,1.62,mg/L,2026-02-09T12:24:59.617729,False
SEN-048,FAC-011,ph,7.44,pH,2026-02-17T21:43:43.768204,False
SEN-075,FAC-016,temperature_c,5.4,°C,2025-11-29T09:25:30.500412,False
SEN-021,FAC-005,chlorine_mg_l,1.51,mg/L,2025-10-19T00:08:15.276436,False
SEN-052,FAC-011,dissolved_o2,8.2,mg/L,2025-12-24T00:30:17.618027,False
SEN-098,FAC-020,turbidity_ntu,2.53,NTU,2025-12-15T15:17:25.364836,False
SEN-071,FAC-015,ph,7.9,pH,2025-12-11T09:56:01.534217,False
SEN-025,FAC-006,flow_rate_m3h,475.78,m³/h,2025-11-07T03:11:00.309505,False
SEN-076,FAC-016,ph,7.41,pH,2025-12-27T03:45:34.787296,False
SEN-066,FAC-014,chlorine_mg_l,1.76,mg/L,2026-02-04T19:57:25.777095,False
SEN-053,FAC-011,conductivity_us,199.67,µS/cm,2025-12-14T18:55:30.407194,True
SEN-042,FAC-009,flow_rate_m3h,490.43,m³/h,2026-01-27T15:28:03.385223,False
SEN-097,FAC-020,conductivity_us,585.55,µS/cm,2025-11-11T14:47:20.508738,False
SEN-047,FAC-010,flow_rate_m3h,277.48,m³/h,2025-10-22T01:47:11.123172,False
SEN-052,FAC-011,dissolved_o2,8.88,mg/L,2026-02-23T22:51:43.669066,False
SEN-095,FAC-020,temperature_c,4.53,°C,2025-12-31T19:45:14.793798,True
SEN-091,FAC-019,turbidity_ntu,3.8,NTU,2025-11-30T17:08:28.406938,False
SEN-019,FAC-004,dissolved_o2,5.27,mg/L,2025-11-13T10:44:12.458299,False
SEN-031,FAC-007,conductivity_us,800.37,µS/cm,2026-01-19T16:12:35.602323,True
SEN-055,FAC-012,flow_rate_m3h,127.08,m³/h,2025-12-06T07:28:34.229344,False
SEN-027,FAC-006,pressure_bar,5.36,bar,2026-02-21T14:04:07.276130,False
SEN-057,FAC-012,pressure_bar,5.21,bar,2025-11-17T08:37:59.753879,False
SEN-012,FAC-002,dissolved_o2,8.72,mg/L,2026-02-04T22:46:43.594068,False
SEN-071,FAC-015,ph,6.57,pH,2025-12-15T21:40:28.561320,False
SEN-065,FAC-014,ph,7.49,pH,2026-01-15T18:37:26.671902,False
SEN-098,FAC-020,turbidity_ntu,2.2,NTU,2025-10-01T07:59:29.269621,False
SEN-026,FAC-006,chlorine_mg_l,0.81,mg/L,2026-01-02T23:57:40.496968,False
SEN-019,FAC-004,dissolved_o2,5.74,mg/L,2026-01-01T21:10:09.067762,False
SEN-048,FAC-011,ph,6.12,pH,2025-10-04T14:31:39.128682,True
SEN-011,FAC-002,chlorine_mg_l,1.73,mg/L,2025-12-01T07:29:08.078593,False
SEN-054,FAC-012,dissolved_o2,4.52,mg/L,2025-10-20T06:34:12.769367,False
SEN-014,FAC-003,temperature_c,15.95,°C,2025-12-22T22:02:46.954091,False
SEN-004,FAC-001,turbidity_ntu,0.73,NTU,2026-02-07T18:11:21.442227,False
SEN-067,FAC-014,flow_rate_m3h,189.76,m³/h,2025-12-25T08:59:04.190921,False
SEN-072,FAC-015,temperature_c,7.23,°C,2026-02-24T18:41:08.615094,False
SEN-093,FAC-020,flow_rate_m3h,224.07,m³/h,2025-11-03T09:42:05.127463,False
SEN-014,FAC-003,temperature_c,5.05,°C,2026-02-10T22:54:51.263955,False
SEN-089,FAC-019,dissolved_o2,4.28,mg/L,2026-02-21T14:36:43.746299,False
SEN-048,FAC-011,ph,6.57,pH,2025-12-23T21:21:44.102761,False
SEN-088,FAC-019,chlorine_mg_l,0.57,mg/L,2026-02-07T01:16:12.609602,False
SEN-098,FAC-020,turbidity_ntu,0.49,NTU,2025-12-06T10:57:48.883506,False
SEN-026,FAC-006,chlorine_mg_l,0.97,mg/L,2026-01-09T00:09:01.513580,False
SEN-006,FAC-001,temperature_c,14.5,°C,2025-11-25T17:00:59.009898,False
SEN-045,FAC-010,ph,7.4,pH,2025-11-06T12:38:57.666340,False
SEN-097,FAC-020,conductivity_us,374.37,µS/cm,2026-01-30T15:10:54.887585,False
SEN-041,FAC-009,chlorine_mg_l,1.56,mg/L,2026-01-09T08:43:12.713732,False
SEN-057,FAC-012,pressure_bar,4.64,bar,2025-11-23T01:38:59.062589,False
SEN-002,FAC-001,conductivity_us,307.3,µS/cm,2026-01-12T06:24:17.056035,False
SEN-096,FAC-020,pressure_bar,4.46,bar,2025-12-15T07:53:46.887271,False
SEN-009,FAC-002,conductivity_us,800.23,µS/cm,2025-11-18T19:12:00.935269,True
SEN-058,FAC-012,ph,7.19,pH,2025-12-15T13:51:44.790698,False
SEN-097,FAC-020,conductivity_us,483.58,µS/cm,2025-10-23T08:19:25.633301,False
SEN-068,FAC-014,dissolved_o2,3.85,mg/L,2026-01-27T22:41:43.223022,True
SEN-011,FAC-002,chlorine_mg_l,1.62,mg/L,2026-01-19T06:30:45.143400,False
SEN-098,FAC-020,turbidity_ntu,0.98,NTU,2025-11-30T21:50:31.721135,False
SEN-002,FAC-001,conductivity_us,271.33,µS/cm,2026-01-23T23:29:46.568407,False
SEN-015,FAC-003,ph,7.77,pH,2026-01-03T10:52:15.881299,False
SEN-056,FAC-012,conductivity_us,588.74,µS/cm,2025-10-03T11:55:31.040329,False
SEN-036,FAC-008,temperature_c,18.09,°C,2025-10-07T18:08:22.812683,False
SEN-006,FAC-001,temperature_c,11.24,°C,2025-12-22T19:11:06.645539,False
SEN-005,FAC-001,pressure_bar,4.21,bar,2025-10-21T16:00:15.722585,False
SEN-081,FAC-017,dissolved_o2,7.25,mg/L,2026-02-11T18:36:35.709258,False
SEN-080,FAC-017,turbidity_ntu,3.71,NTU,2025-11-27T15:56:13.706441,False
SEN-078,FAC-017,flow_rate_m3h,349.53,m³/h,2025-11-19T19:19:14.879099,False
SEN-084,FAC-018,dissolved_o2,9.57,mg/L,2026-02-12T08:16:55.292987,False
SEN-065,FAC-014,ph,8.34,pH,2025-11-03T18:57:05.158345,False
SEN-084,FAC-018,dissolved_o2,8.5,mg/L,2025-11-30T12:25:11.027769,False
SEN-063,FAC-013,dissolved_o2,5.32,mg/L,2025-11-24T10:09:06.741559,False
SEN-066,FAC-014,chlorine_mg_l,0.38,mg/L,2025-10-06T18:10:24.027255,False
SEN-094,FAC-020,ph,7.2,pH,2026-01-26T08:27:06.960918,False
SEN-038,FAC-008,flow_rate_m3h,367.15,m³/h,2025-11-09T02:17:06.098256,False
SEN-083,FAC-017,ph,8.07,pH,2026-01-03T14:25:10.459917,False
SEN-091,FAC-019,turbidity_ntu,2.81,NTU,2026-01-09T16:17:47.855507,False
SEN-005,FAC-001,pressure_bar,4.92,bar,2025-11-08T23:27:34.622691,False
SEN-028,FAC-006,turbidity_ntu,3.79,NTU,2025-12-22T07:34:57.864714,False
SEN-035,FAC-007,ph,8.25,pH,2026-01-17T15:22:57.021552,False
SEN-098,FAC-020,turbidity_ntu,2.95,NTU,2025-12-14T08:56:05.086638,False
SEN-022,FAC-005,ph,6.71,pH,2025-10-02T12:53:02.737829,False
SEN-074,FAC-016,dissolved_o2,9.91,mg/L,2025-10-08T15:20:48.616809,False
SEN-075,FAC-016,temperature_c,13.96,°C,2025-10-12T00:39:29.581465,False
SEN-002,FAC-001,conductivity_us,500.65,µS/cm,2025-10-18T08:32:32.990068,False
SEN-051,FAC-011,pressure_bar,5.84,bar,2026-02-14T15:42:35.252215,False
SEN-014,FAC-003,temperature_c,5.36,°C,2026-02-06T16:33:01.707005,False
SEN-070,FAC-015,turbidity_ntu,2.41,NTU,2026-01-10T21:42:33.540506,False
SEN-071,FAC-015,ph,6.61,pH,2025-11-27T03:40:47.543100,False
SEN-042,FAC-009,flow_rate_m3h,263.54,m³/h,2026-02-27T07:10:51.013125,False
SEN-048,FAC-011,ph,6.72,pH,2026-02-07T21:53:32.103037,False
SEN-029,FAC-006,conductivity_us,276.34,µS/cm,2025-11-30T08:45:54.145663,False
SEN-065,FAC-014,ph,6.84,pH,2026-02-08T00:57:00.932896,False
SEN-097,FAC-020,conductivity_us,550.4,µS/cm,2026-02-17T04:22:22.184725,False
SEN-096,FAC-020,pressure_bar,5.77,bar,2025-12-13T05:49:01.345606,False
SEN-047,FAC-010,flow_rate_m3h,99.67,m³/h,2025-12-15T20:12:08.693448,True
SEN-058,FAC-012,ph,8.31,pH,2026-01-06T19:18:16.057294,False
SEN-012,FAC-002,dissolved_o2,10.19,mg/L,2025-10-15T02:34:18.222437,False
SEN-055,FAC-012,flow_rate_m3h,99.75,m³/h,2026-02-19T13:27:41.439687,True
SEN-011,FAC-002,chlorine_mg_l,1.83,mg/L,2025-11-07T20:54:21.281528,False
SEN-012,FAC-002,dissolved_o2,6.66,mg/L,2026-02-05T05:23:28.743641,False
SEN-034,FAC-007,chlorine_mg_l,0.87,mg/L,2025-12-04T12:30:19.009686,False
SEN-037,FAC-008,pressure_bar,4.73,bar,2025-12-15T00:48:40.610819,False
SEN-082,FAC-017,pressure_bar,5.61,bar,2025-12-02T02:42:53.159482,False
SEN-077,FAC-016,chlorine_mg_l,1.97,mg/L,2025-11-08T13:01:30.430964,False
SEN-085,FAC-018,temperature_c,16.47,°C,2026-02-10T12:30:32.800954,False
SEN-029,FAC-006,conductivity_us,690.68,µS/cm,2025-12-23T15:44:15.742702,False
SEN-033,FAC-007,dissolved_o2,7.88,mg/L,2025-12-04T06:51:27.134335,False
SEN-003,FAC-001,dissolved_o2,10.48,mg/L,2026-01-30T04:42:28.218416,False
SEN-057,FAC-012,pressure_bar,3.57,bar,2025-11-18T18:56:44.991640,False
SEN-022,FAC-005,ph,6.85,pH,2025-12-11T06:48:03.351421,False
SEN-054,FAC-012,dissolved_o2,12.21,mg/L,2026-01-10T09:08:40.901401,True
SEN-040,FAC-009,temperature_c,21.9,°C,2026-02-12T00:46:05.264286,False
SEN-001,FAC-001,chlorine_mg_l,0.98,mg/L,2025-10-19T14:18:25.606481,False
SEN-046,FAC-010,temperature_c,8.1,°C,2025-11-22T23:35:53.839088,False
SEN-050,FAC-011,turbidity_ntu,0.79,NTU,2026-01-31T14:07:06.600644,False
SEN-056,FAC-012,conductivity_us,698.67,µS/cm,2025-11-01T04:09:29.823935,False
SEN-033,FAC-007,dissolved_o2,10.9,mg/L,2025-11-24T00:18:25.052756,False
SEN-010,FAC-002,flow_rate_m3h,330.26,m³/h,2025-11-22T17:39:36.615914,False
SEN-017,FAC-004,turbidity_ntu,2.51,NTU,2026-01-24T21:50:02.350534,False
SEN-062,FAC-013,flow_rate_m3h,247.12,m³/h,2026-02-13T09:24:57.640269,False
SEN-065,FAC-014,ph,7.52,pH,2025-11-11T01:56:00.170872,False
SEN-068,FAC-014,dissolved_o2,9.58,mg/L,2025-12-05T18:57:59.141026,False
SEN-061,FAC-013,ph,7.28,pH,2025-10-31T19:52:45.739220,False
SEN-005,FAC-001,pressure_bar,2.74,bar,2026-01-01T17:53:29.905819,False
SEN-063,FAC-013,dissolved_o2,4.84,mg/L,2026-01-26T10:51:24.341606,False
SEN-020,FAC-004,ph,6.82,pH,2025-11-07T02:50:58.355512,False
SEN-020,FAC-004,ph,6.75,pH,2025-12-07T01:45:52.046903,False
SEN-093,FAC-020,flow_rate_m3h,216.57,m³/h,2026-02-10T07:31:05.439137,False
SEN-043,FAC-009,dissolved_o2,10.35,mg/L,2026-02-06T23:42:30.209061,False
SEN-075,FAC-016,temperature_c,10.86,°C,2025-11-27T17:17:33.557076,False
SEN-058,FAC-012,ph,7.42,pH,2025-11-14T03:12:05.831210,False
SEN-088,FAC-019,chlorine_mg_l,1.24,mg/L,2025-11-10T06:33:02.488745,False
SEN-079,FAC-017,chlorine_mg_l,0.33,mg/L,2025-12-02T13:29:37.704630,False
SEN-045,FAC-010,ph,7.49,pH,2026-02-26T05:28:58.753334,False
SEN-094,FAC-020,ph,7.31,pH,2025-12-15T16:40:52.421226,False
SEN-091,FAC-019,turbidity_ntu,3.86,NTU,2025-10-01T16:28:37.183132,False
SEN-088,FAC-019,chlorine_mg_l,0.93,mg/L,2025-12-03T09:41:29.866284,False
SEN-057,FAC-012,pressure_bar,2.84,bar,2025-10-29T00:12:43.123288,False
SEN-025,FAC-006,flow_rate_m3h,149.38,m³/h,2026-01-15T23:23:36.635097,False
SEN-027,FAC-006,pressure_bar,3.93,bar,2025-12-29T12:44:33.795175,False
SEN-044,FAC-010,conductivity_us,224.74,µS/cm,2025-11-01T02:32:20.720607,False
SEN-088,FAC-019,chlorine_mg_l,0.54,mg/L,2025-10-16T06:30:45.990311,False
SEN-041,FAC-009,chlorine_mg_l,1.4,mg/L,2026-02-11T01:20:00.769109,False
SEN-013,FAC-003,dissolved_o2,4.84,mg/L,2025-11-30T10:08:00.485729,False
SEN-070,FAC-015,turbidity_ntu,0.63,NTU,2025-12-03T12:08:55.803829,False
SEN-069,FAC-015,dissolved_o2,4.95,mg/L,2025-12-29T13:10:10.946260,False
SEN-065,FAC-014,ph,7.89,pH,2026-02-15T04:01:06.519764,False
SEN-083,FAC-017,ph,8.41,pH,2025-10-11T19:03:56.690066,False
SEN-046,FAC-010,temperature_c,22.71,°C,2026-02-12T02:44:19.972523,False
SEN-073,FAC-016,pressure_bar,5.64,bar,2025-11-23T22:07:34.004454,False
SEN-032,FAC-007,temperature_c,6.73,°C,2025-11-17T15:04:30.264296,False
SEN-011,FAC-002,chlorine_mg_l,-0.07,mg/L,2025-12-15T00:23:20.539922,True
SEN-024,FAC-005,flow_rate_m3h,252.02,m³/h,2025-10-09T22:34:35.838025,False
SEN-051,FAC-011,pressure_bar,1.53,bar,2026-01-06T22:52:36.912496,True
SEN-019,FAC-004,dissolved_o2,11.62,mg/L,2025-12-22T19:54:03.851908,False
SEN-078,FAC-017,flow_rate_m3h,473.24,m³/h,2026-02-21T21:07:11.385813,False
SEN-014,FAC-003,temperature_c,16.01,°C,2026-01-13T10:43:06.576438,False
SEN-055,FAC-012,flow_rate_m3h,139.72,m³/h,2026-01-27T19:28:05.421472,False
SEN-032,FAC-007,temperature_c,24.11,°C,2025-10-19T19:20:28.948104,False
SEN-008,FAC-002,turbidity_ntu,0.13,NTU,2025-11-18T11:04:53.172291,False
SEN-062,FAC-013,flow_rate_m3h,456.0,m³/h,2025-12-14T11:06:35.319726,False
SEN-084,FAC-018,dissolved_o2,3.65,mg/L,2025-12-18T12:25:55.774555,True
SEN-005,FAC-001,pressure_bar,4.45,bar,2026-01-05T09:14:31.557259,False
SEN-024,FAC-005,flow_rate_m3h,269.06,m³/h,2025-11-29T08:22:37.284511,False
SEN-048,FAC-011,ph,8.77,pH,2025-10-14T22:35:40.359720,True
SEN-051,FAC-011,pressure_bar,5.24,bar,2026-02-17T22:16:48.380938,False
SEN-015,FAC-003,ph,7.39,pH,2025-11-03T21:43:39.135040,False
